日期,sma_5,sma_10,sma_20,sma_60,sma_120,hullma_20,hullma_60,hullma_120,mmi_5,mmi_10,mmi_20,aroon_osc,osc,bb,bias,alpha,open,high,low,close,volume,y_10,y_20,y_40,y_60
1994-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.113319,3.36,3.57,3.31,3.53,0.0,0,0,0,0
1994-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.113319,3.51,3.54,3.29,3.29,0.0,0,0,0,0
1994-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.113319,3.23,3.25,3.06,3.06,0.0,0,0,0,0
1994-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.113319,3.11,3.18,3.08,3.15,0.0,0,0,0,0
1994-01-10,-4.156327543424332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.113319,3.21,3.21,3.08,3.09,0.0,0,0,0,0
1994-01-11,-3.008962868117804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205631128331822,-0.113319,3.11,3.18,3.03,3.03,0.0,0,0,0,0
1994-01-12,-0.5847953216374324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297216100434186,-0.113319,3.1,3.1,3.04,3.06,0.0,0,0,0,0
1994-01-13,-5.859117840684669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287642264595276,-0.113319,3.08,3.08,2.86,2.86,0.0,1,1,1,0
1994-01-14,-1.869158878504673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036645790722272,-0.113319,2.86,2.97,2.83,2.94,0.0,1,1,0,0
1994-01-15,3.666666666666664,-0.0642673521850989,0.0,0.0,0.0,24.91966580976861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0373093401885175,-0.113319,3.03,3.13,3.01,3.11,0.0,0,0,0,0
1994-01-17,0.4672897196261516,-1.6339869281045805,0.0,0.0,0.0,-24.153154275828715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345586282246823,-0.113319,3.11,3.11,3.01,3.01,0.0,0,1,0,0
1994-01-18,-1.076716016150736,-2.809917355371916,0.0,0.0,0.0,-39.175230487816094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375198643866449,-0.113319,3.06,3.08,2.94,2.94,0.0,1,1,0,0
1994-01-19,-0.8016032064128265,-1.5251989389920562,0.0,0.0,0.0,-44.36825566394208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276982536501574,-0.113319,2.92,2.98,2.9,2.97,0.0,1,1,0,0
1994-01-20,-2.341137123745829,-2.439024390243927,0.0,0.0,0.0,-48.07141291974785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250057609785566,-0.113319,2.97,3.0,2.91,2.92,0.0,1,1,0,0
1994-01-21,1.346801346801341,0.8375209380234283,0.0,0.0,0.0,-48.02818248943839,0.0,0.0,0.0,0.0,0.0,-57.142857142857146,0.0,0.0,0.0313057337203519,-0.113319,2.92,3.01,2.92,3.01,0.0,1,0,0,0
1994-01-22,1.0781671159029615,0.6036217303822644,0.0,0.0,0.0,-49.06164517242107,0.0,0.0,0.2,0.1,0.0,-50.0,0.0,0.0,0.0305897169013208,-0.113319,3.03,3.08,3.0,3.0,0.0,1,0,0,0
1994-01-24,2.2727272727272485,2.6156941649899235,0.0,0.0,0.0,-48.608424623917735,0.0,0.0,0.2,0.2,0.0,-42.85714285714286,0.0,0.0,0.0229194695368056,-0.113319,3.03,3.06,3.02,3.06,0.0,1,0,0,0
1994-01-25,0.3333333333333188,0.433767100433724,0.0,0.0,0.0,-49.75695820957287,0.0,0.0,0.2,0.3,0.0,-28.571428571428573,0.0,0.0,0.0189583333333333,-0.113319,3.08,3.13,3.01,3.01,0.0,1,0,0,0
1994-01-26,0.2647253474520106,0.7984031936127511,0.0,0.0,0.0,-49.616483223530416,0.0,0.0,0.2,0.3,0.0,-28.571428571428573,0.0,0.0,0.011257551390828,-0.113319,3.04,3.08,3.01,3.03,0.0,1,0,0,0
1994-01-27,2.2353714661406787,3.459747172322003,1.667211507028421,0.0,0.0,-35.43096008785861,0.0,0.0,0.2,0.4,0.0,-21.42857142857143,0.0,0.5904756052078173,0.0056815995911227,-0.113319,3.08,3.16,3.05,3.11,0.0,0,0,0,0
1994-01-28,0.4581151832460772,1.9256308100929376,1.1198945981554689,0.0,0.0,-25.16088363273296,0.0,0.0,0.2,0.5,0.05,78.57142857142857,0.0,0.5936159683978035,-0.0066177941490939,-0.113319,3.11,3.13,3.05,3.07,0.0,0,0,0,0
1994-01-31,0.6535947712418277,1.7845340383344066,1.8013551479094447,0.0,0.0,-16.253670977230882,0.0,0.0,0.2,0.6,0.1,78.57142857142857,0.0,0.6925951369001303,-0.0114776037666759,-0.113319,3.11,3.11,3.08,3.08,0.0,0,0,0,0
1994-02-01,0.7147498375568384,2.007239223428736,2.394715111478129,0.0,0.0,-9.58801733420982,0.0,0.0,0.2,0.7,0.15,78.57142857142857,0.0,0.7508965958246681,-0.0167996527392126,-0.113319,3.09,3.13,3.09,3.1,0.0,0,0,0,0
1994-02-02,0.5171299288946107,1.7004578155656924,2.792926788960504,0.0,0.0,-5.323145273105956,0.0,0.0,0.2,0.8,0.2,78.57142857142857,0.0,0.8047623543298617,-0.0227579686006587,-0.113319,3.13,3.2,3.11,3.11,0.0,0,0,0,0
1994-02-03,-1.1102230246251564e-14,0.7827788649706235,2.1318790282597755,0.0,0.0,-3.460071868749825,0.0,0.0,0.2,0.9,0.25,78.57142857142857,0.0,0.7326292527133261,-0.0213187902825977,-0.113319,3.18,3.18,3.09,3.09,0.0,0,0,0,0
1994-02-04,0.9026434558349284,1.6563819421890005,3.2832865863718697,0.0,0.0,-0.8342231195010208,0.0,0.0,0.0,0.9,0.3,78.57142857142857,0.0,0.840889385331366,-0.0238064313053694,-0.113319,3.12,3.16,3.1,3.13,0.0,0,0,0,0
1994-02-05,0.8349389852279954,1.7168772270812926,3.4766847915636667,0.0,0.0,0.1431821533482313,0.0,0.0,0.2,0.9,0.35,78.57142857142857,0.0,0.8444036268983309,-0.0264174580633567,-0.113319,3.17,3.18,3.12,3.14,0.0,0,0,0,0
1994-02-14,-3.821243523316076,-3.665261109309126,-2.302631578947368,0.0,0.0,-4.481042181305606,0.0,0.0,0.2,0.8,0.35,71.42857142857143,0.0,0.2397031986774327,-0.0151861194436868,-0.113319,3.15,3.16,2.96,2.97,0.0,0,0,0,0
1994-02-15,-2.941176470588258,-3.4774130646733847,-2.3508137432188048,0.0,0.0,-3.658907713167925,0.0,0.0,0.2,0.8,0.35,64.28571428571429,0.0,0.2262203783785628,-0.0059036272736943,-0.113319,2.97,3.0,2.94,2.97,0.0,0,0,0,0
1994-02-16,-3.236459709379147,-4.2170644001307656,-3.380049464138501,0.0,0.0,-4.062217847429794,91.56587119973852,0.0,0.2,0.7,0.35,-42.85714285714286,0.0,0.1208900552541567,0.0014358975475936,-0.113319,3.0,3.03,2.93,2.93,0.0,0,0,0,0
1994-02-17,-1.4037433155080437,-3.1834591401378343,-2.624195411784136,0.0,0.0,-2.6056510150927803,10.358393256613452,0.0,0.2,0.6,0.35,-42.85714285714286,0.0,0.2153370384254498,0.0122045209627611,-0.113319,2.94,2.97,2.94,2.95,0.0,0,0,0,0
1994-02-18,-0.9497964721845608,-3.6621577037281527,-3.582631665841196,0.0,0.0,-2.811989466379472,-17.199728863576226,0.0,0.0,0.5,0.35,-57.142857142857146,0.0,0.1191552114776221,0.0263283519365665,-0.113319,2.96,2.97,2.89,2.92,0.0,0,0,0,0
1994-02-19,-0.885558583106294,-3.3864541832669293,-3.817550818046633,0.0,0.0,-2.397939024676265,-30.087415597505696,0.0,0.0,0.4,0.35,-57.142857142857146,0.0,0.113960583581043,0.0293199223494033,-0.113319,2.92,2.96,2.9,2.91,0.0,0,0,0,0
1994-02-21,-0.4787961696306464,-2.740641711229941,-3.801652892562002,0.0,0.0,-1.7316046864212176,-37.21886353285938,0.0,0.0,0.3,0.35,-57.142857142857146,0.0,0.1193638564259626,0.0332285672293133,-0.113319,2.91,2.96,2.91,2.91,0.0,0,0,0,0
1994-02-22,-1.1667810569663928,-3.062941770447669,-4.588371707801919,0.0,0.0,-2.075047679428199,-42.22693747853932,0.0,0.0,0.2,0.35,-78.57142857142857,0.0,0.0770750843043907,0.034215906508355,-0.113319,2.91,2.93,2.86,2.88,0.0,0,0,0,0
1994-02-23,-0.9661835748792535,-2.546689303904925,-4.714475431606935,0.0,0.0,-1.7655203832634414,-45.256942918222656,0.0,0.0,0.1,0.35,-85.71428571428572,0.0,0.0966429921188095,0.0374829185672767,-0.113319,2.88,2.91,2.83,2.87,0.0,0,0,0,0
1994-02-24,-2.855153203342653,-4.123711340206193,-6.953476738369213,0.0,0.0,-3.652493457346706,-48.60824588094388,0.0,0.0,0.0,0.35,-92.85714285714286,0.0,-0.0235389423295852,0.0409832353502657,-0.113319,2.88,2.9,2.79,2.79,0.0,0,0,0,1
1994-02-25,-4.593639575971753,-6.347554630593121,-9.487093530003376,0.0,0.0,-5.583897026126228,-51.43072232657588,0.0,0.0,0.0,0.35,-100.0,0.0,-0.0953792815653002,0.048934539540316,-0.113319,2.78,2.78,2.6,2.7,0.0,1,1,1,1
1994-02-26,-4.607631389488887,-7.050157839354609,-10.593792172739567,0.0,0.0,-5.917708815733169,-53.06602294200518,0.0,0.0,0.0,0.35,-78.57142857142857,0.0,-0.0666134919181813,0.059861607832507,-0.113319,2.72,2.73,2.65,2.65,0.0,1,1,1,1
1994-02-28,-2.1183345507670093,-5.166312809624907,-8.920985556499595,0.0,0.0,-3.5136399179511724,-53.00525374218181,0.0,0.0,0.0,0.35,-78.57142857142857,0.0,0.0544956403639254,0.0680265100573256,-0.113319,2.66,2.68,2.63,2.68,0.0,1,1,1,1
1994-03-01,1.6200294550809735,-1.674385464909156,-5.705500512470129,0.0,0.0,0.2679998734534283,-51.912049318761575,0.0,0.0,0.0,0.3,-78.57142857142857,0.0,0.2204902500319663,0.0732552996755111,-0.113319,2.7,2.76,2.68,2.76,0.0,0,0,1,1
1994-03-02,1.5509601181683763,-1.433691756272404,-5.51451640611581,0.0,0.0,0.5207812940239975,-52.26840472539705,0.0,0.2,0.0,0.25,-71.42857142857143,0.0,0.2321112793279207,0.0706547652428418,-0.113319,2.78,2.81,2.75,2.75,0.0,1,0,1,1
1994-03-03,1.1773362766740014,-0.8651766402307137,-4.9429657794677,0.0,0.0,0.935675053225582,-52.36059368010618,0.0,0.2,0.0,0.2,-57.142857142857146,0.0,0.2568702196406412,0.061203020561417,-0.113319,2.75,2.78,2.73,2.75,0.0,0,0,1,1
1994-03-04,3.3357505438723623,2.962427745664753,-1.0416666666666852,0.0,0.0,4.473738829595297,-50.68508389569861,0.0,0.2,0.0,0.15,-57.142857142857146,0.0,0.4458593112894846,0.0437741721053904,-0.113319,2.78,2.86,2.78,2.85,0.0,0,0,0,1
1994-03-05,2.6466380543633594,3.7224430791470864,0.0348553502962589,0.0,0.0,4.724095257148986,-50.37366706063674,0.0,0.4,0.1,0.1,-42.85714285714286,0.0,0.501924843122054,0.026117827040671,-0.113319,2.86,2.9,2.85,2.87,0.0,0,0,0,0
1994-03-07,0.1425516749821387,1.7747193045997811,-1.5071854188573597,0.0,0.0,2.175062953470164,-51.41282110524679,0.0,0.4,0.2,0.05,-42.85714285714286,0.0,0.4070682364196112,0.0164973709383953,-0.113319,2.89,2.91,2.81,2.81,0.0,0,0,0,1
1994-03-08,-2.8571428571428914,-1.2345679012345625,-3.9548022598870247,0.0,0.0,-1.0253196168552692,-52.92504352939784,0.0,0.2,0.2,0.0,-28.571428571428573,0.0,0.2157909598771843,0.0109765940274414,-0.113319,2.79,2.79,2.72,2.72,0.0,0,1,1,1
1994-03-09,-0.9265858873842124,0.6517016654598029,-1.505757307351674,0.0,0.0,1.183859909783136,-51.82572116348383,0.0,0.2,0.2,0.0,-28.571428571428573,0.0,0.3867290743403179,0.0057917141996746,-0.113319,2.7,2.78,2.67,2.78,0.0,0,0,1,1
1994-03-10,-2.44780417566598,-2.095375722543358,-3.541555436910515,0.0,0.0,-1.0998737062773325,-52.95083710857024,0.0,0.2,0.2,0.0,-21.42857142857143,0.0,0.2248776645586569,0.0109375126124454,-0.113319,2.77,2.8,2.7,2.71,0.0,0,1,1,1
1994-03-11,-0.4360465116279188,-1.2256669069935056,-2.14285714285718,0.0,0.0,0.2301938226385802,-52.3300242038579,0.0,0.0,0.2,0.0,57.142857142857146,0.0,0.3279381995970808,0.0170681063122922,-0.113319,2.7,2.79,2.7,2.74,0.0,0,1,1,1
1994-03-12,0.3649635036496068,-0.8294266137757189,-1.4336917562724372,0.0,0.0,0.7499345136192215,-52.05199837656396,0.0,0.0,0.2,0.0,57.142857142857146,0.0,0.3759652654107919,0.0179865525992205,-0.113319,2.76,2.81,2.74,2.75,0.0,0,1,1,1
1994-03-14,-0.7299270072992914,-1.8050541516245635,-2.158273381294984,0.0,0.0,-0.1377855832569996,-52.46304725061704,0.0,0.0,0.2,0.0,57.142857142857146,0.0,0.3030403507104169,0.0142834637399569,-0.113319,2.73,2.76,2.68,2.72,0.0,0,1,1,1
1994-03-15,-1.1756061719324196,-2.677279305354574,-2.853015529071889,0.0,0.0,-0.909065051907143,-52.8638122078695,0.0,0.0,0.2,0.0,42.85714285714286,0.0,0.227138098843939,0.0167740935713945,-0.113319,2.73,2.73,2.69,2.69,0.0,1,1,1,1
